what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167246891
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167248087
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167253339
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1303167333927
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303167346332
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167347473
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167348842
error,log,,,"Error logged from Debug Core: ",1303167350464
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167351570
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167411464
error,log,,,"Error logged from Debug Core: ",1303167414562
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167462997
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167463995
error,log,,,"Error logged from Debug Core: ",1303167466391
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167467920
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167476990
error,log,,,"Error logged from Debug Core: ",1303167509485
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167517149
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167519871
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167522344
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303167544494
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167547139
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167548130
error,log,,,"Error logged from Debug Core: ",1303167550586
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167552001
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1303167553938
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167555756
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167556549
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167567022
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1303167577748
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167821661
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167864334
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1303167868584
